obs_date,sector,subsector,indicator,indicator_role,frequency,value,unit,direction,acceleration,source,source_type,is_proxy,confidence,loaded_at,notes
2025-12-31,미디어·플랫폼,Kakao,수익화 proxy Commerce 매출,leading,quarterly,253.4,KRW bn,,,Kakao official FY2025 results,public proxy,True,medium,2026-09-06T05:25:00+09:00,Commerce revenue used as monetization proxy; not take rate
2026-03-31,미디어·플랫폼,Kakao,수익화 proxy Commerce 매출,leading,quarterly,270.0,KRW bn,,,Kakao official Q1 2026 results,public proxy,True,medium,2026-09-06T05:25:00+09:00,Commerce revenue used as monetization proxy; not take rate
2026-06-30,미디어·플랫폼,Kakao,수익화 proxy Commerce 매출,leading,quarterly,243.2,KRW bn,,,Kakao official Q2 2026 results,public proxy,True,medium,2026-09-06T05:25:00+09:00,Commerce revenue used as monetization proxy; not take rate
2026-05-28,미디어·플랫폼,NAVER,AI Tab 누적 이용자 MAU 대체지표,leading,event,3.0,million users,,,NAVER official press release,public proxy,True,medium,2026-09-06T05:25:00+09:00,Cumulative users; explicitly not MAU; used only as directional traffic proxy
2026-06-26,미디어·플랫폼,NAVER,AI Tab 누적 이용자 MAU 대체지표,leading,event,4.0,million users,,,NAVER official press release,public proxy,True,medium,2026-09-06T05:25:00+09:00,Cumulative users; explicitly not MAU; used only as directional traffic proxy
2026-07-15,미디어·플랫폼,NAVER,AI Tab 누적 이용자 MAU 대체지표,leading,event,10.0,million users,,,NAVER official press release,public proxy,True,medium,2026-09-06T05:25:00+09:00,Cumulative users; explicitly not MAU; used only as directional traffic proxy
2024-12-31,건설·인프라,PF,PF 연체율,leading,quarterly,3.42,%,,,Financial Services Commission Korea,official,False,high,2026-09-06T05:25:00+09:00,Financial-sector real-estate PF loan delinquency rate
2025-03-31,건설·인프라,PF,PF 연체율,leading,quarterly,4.49,%,,,Financial Services Commission Korea,official,False,high,2026-09-06T05:25:00+09:00,Financial-sector real-estate PF loan delinquency rate
2025-06-30,건설·인프라,PF,PF 연체율,leading,quarterly,4.39,%,,,Financial Services Commission Korea,official,False,high,2026-09-06T05:25:00+09:00,Financial-sector real-estate PF loan delinquency rate
2025-09-30,건설·인프라,PF,PF 연체율,leading,quarterly,4.24,%,,,Financial Services Commission Korea,official,False,high,2026-09-06T05:25:00+09:00,Financial-sector real-estate PF loan delinquency rate
2026-02-28,건설·인프라,국내,건설수주,leading,monthly,12.9,KRW tn,,,Construction Economy Research Institute of Korea based on official statistics,public standardized,False,high,2026-09-06T05:25:00+09:00,February 2026 construction orders
2026-03-31,건설·인프라,국내,건설수주,leading,monthly,21.4,KRW tn,,,Construction Economy Research Institute of Korea based on official statistics,public standardized,False,high,2026-09-06T05:25:00+09:00,March 2026 construction orders
2026-04-30,건설·인프라,국내,건설수주,leading,monthly,19.7,KRW tn,,,Construction Economy Research Institute of Korea based on official statistics,public standardized,False,high,2026-09-06T05:25:00+09:00,April 2026 construction orders
2026-05-31,건설·인프라,국내,건설수주,leading,monthly,22.4,KRW tn,,,Construction Economy Research Institute of Korea based on official statistics,public standardized,False,high,2026-09-06T05:25:00+09:00,May 2026 construction orders
2026-06-30,건설·인프라,국내,건설수주,leading,monthly,18.7,KRW tn,,,Construction Economy Research Institute of Korea based on official statistics,public standardized,False,high,2026-09-06T05:25:00+09:00,June 2026 construction orders
2026-02-28,건설·인프라,국내,건설공사비지수,leading,monthly,133.7,index,,,Construction Economy Research Institute of Korea / KICT,public standardized,False,high,2026-09-06T05:25:00+09:00,Construction cost index 2020=100
2026-03-31,건설·인프라,국내,건설공사비지수,leading,monthly,134.4,index,,,Construction Economy Research Institute of Korea / KICT,public standardized,False,high,2026-09-06T05:25:00+09:00,Construction cost index 2020=100
2026-04-30,건설·인프라,국내,건설공사비지수,leading,monthly,136.88,index,,,Construction Economy Research Institute of Korea / KICT,public standardized,False,high,2026-09-06T05:25:00+09:00,Construction cost index 2020=100
2026-05-31,건설·인프라,국내,건설공사비지수,leading,monthly,137.67,index,,,Construction Economy Research Institute of Korea / KICT,public standardized,False,high,2026-09-06T05:25:00+09:00,Construction cost index 2020=100
2026-06-30,건설·인프라,국내,건설공사비지수,leading,monthly,138.22,index,,,Construction Economy Research Institute of Korea / KICT,public standardized,False,high,2026-09-06T05:25:00+09:00,Construction cost index 2020=100
2024-12-31,소비재,도소매,도소매업 재고액지수 QoQ,leading,quarterly,1.2,%,,,Statistics Korea industrial activity report,official,False,high,2026-09-06T05:25:00+09:00,Seasonally adjusted quarterly change; inventory observed at quarter end
2025-03-31,소비재,도소매,도소매업 재고액지수 QoQ,leading,quarterly,1.3,%,,,Statistics Korea industrial activity report,official,False,high,2026-09-06T05:25:00+09:00,Seasonally adjusted quarterly change; provisional
2025-06-30,소비재,도소매,도소매업 재고액지수 QoQ,leading,quarterly,-0.4,%,,,Statistics Korea industrial activity report,official,False,high,2026-09-06T05:25:00+09:00,Seasonally adjusted quarterly change; provisional
2025-03-31,조선·기계,선종믹스,LNGC 선종믹스 proxy,leading,quarterly,71,%,,,Mirae Asset Securities research based on Samsung Heavy Industries model,public proxy,True,medium,2026-09-06T05:25:00+09:00,LNGC share in modeled revenue mix; third-party proxy; not official company constituent data
2025-06-30,조선·기계,선종믹스,LNGC 선종믹스 proxy,leading,quarterly,55,%,,,Mirae Asset Securities research based on Samsung Heavy Industries model,public proxy,True,medium,2026-09-06T05:25:00+09:00,LNGC share in modeled revenue mix; third-party proxy; not official company constituent data
2025-09-30,조선·기계,선종믹스,LNGC 선종믹스 proxy,leading,quarterly,56,%,,,Mirae Asset Securities research based on Samsung Heavy Industries model,public proxy,True,medium,2026-09-06T05:25:00+09:00,LNGC share in modeled revenue mix; third-party proxy; not official company constituent data
